opportunity_id,lead_id,account_id,sales_rep,stage,created_date,close_date,deal_value,probability,result
1501,5078,,Brian Lin,Closed,2024-01-27,2024-03-03,166194,0,Closed Lost
1502,5084,,Alex Chen,Closed,2025-03-01,2025-04-01,32883,0,Closed Lost
1503,5087,571,Emily Tsai,Closed,2024-10-02,2024-11-03,66759,100,Closed Won
1504,5089,572,Emily Tsai,Closed,2025-05-14,2025-05-29,65837,100,Closed Won
1505,5098,573,David Huang,Closed,2025-08-19,2025-09-14,72110,100,Closed Won
1506,5103,,David Huang,Closed,2024-10-22,2025-01-14,807103,0,Closed Lost
1507,5104,,Cathy Wang,Closed,2025-05-07,2025-07-19,1235916,0,Closed Lost
1508,5106,574,Alex Chen,Closed,2024-03-08,2024-04-01,50327,100,Closed Won
1509,5107,,Alex Chen,Closed,2025-01-17,2025-02-20,250105,0,Closed Lost
1510,5110,,Alex Chen,Closed,2024-03-06,2024-04-07,102378,0,Closed Lost
1511,5112,,Emily Tsai,Closed,2025-03-11,2025-04-02,84369,0,Closed Lost
1512,5114,,Brian Lin,Closed,2024-09-06,2024-10-14,321679,0,Closed Lost
1513,5116,575,Brian Lin,Closed,2025-07-01,2025-08-04,113367,100,Closed Won
1514,5118,,Emily Tsai,Closed,2024-02-16,2024-04-20,227296,0,Closed Lost
1515,5128,,David Huang,Closed,2024-03-18,2024-05-13,382459,0,Closed Lost
1516,5133,,Emily Tsai,Closed,2025-01-21,2025-02-05,83643,0,Closed Lost
1517,5134,,Emily Tsai,Closed,2024-03-18,2024-04-18,72604,0,Closed Lost
1518,5137,,Emily Tsai,Closed,2024-08-07,2024-10-16,263567,0,Closed Lost
1519,5138,,David Huang,Closed,2025-02-25,2025-03-24,40567,0,Closed Lost
1520,5139,,Cathy Wang,Closed,2024-07-09,2024-09-13,469116,0,Closed Lost
1521,5143,,Brian Lin,Closed,2025-10-02,2025-10-22,53648,0,Closed Lost
1522,5150,,Emily Tsai,Closed,2024-08-12,2024-10-19,252589,0,Closed Lost
1523,5151,576,David Huang,Closed,2024-10-22,2025-01-22,1793504,100,Closed Won
1524,5160,,Cathy Wang,Closed,2025-05-27,2025-08-06,484303,0,Closed Lost
1525,5172,577,Emily Tsai,Closed,2025-08-15,2025-09-27,95826,100,Closed Won
1526,5174,578,Brian Lin,Closed,2025-09-04,2025-11-14,497226,100,Closed Won
1527,5175,,David Huang,Closed,2024-01-12,2024-02-09,37648,0,Closed Lost
1528,5176,,Cathy Wang,Closed,2025-11-14,2025-12-05,70577,0,Closed Lost
1529,5177,579,Brian Lin,Closed,2024-10-26,2025-01-22,480413,100,Closed Won
1530,5182,,Alex Chen,Closed,2025-08-22,2025-10-02,31716,0,Closed Lost
1531,5185,,Emily Tsai,Closed,2025-06-30,2025-07-29,88271,0,Closed Lost
1532,5188,,Emily Tsai,Closed,2024-04-16,2024-05-20,136554,0,Closed Lost
1533,5190,,Brian Lin,Closed,2024-02-09,2024-04-24,434828,0,Closed Lost
1534,5192,580,Alex Chen,Closed,2024-03-15,2024-04-28,99210,100,Closed Won
1535,5194,581,Emily Tsai,Closed,2024-11-05,2025-01-09,1097448,100,Closed Won
1536,5197,,Cathy Wang,Closed,2024-07-29,2024-08-29,66327,0,Closed Lost
1537,5204,,Brian Lin,Closed,2025-09-14,2025-10-14,71408,0,Closed Lost
1538,5205,,Brian Lin,Closed,2025-05-17,2025-06-08,75759,0,Closed Lost
1539,5210,,Cathy Wang,Closed,2024-03-25,2024-04-13,38427,0,Closed Lost
1540,5212,582,Cathy Wang,Closed,2025-02-20,2025-03-10,41338,100,Closed Won
1541,5216,,Brian Lin,Closed,2025-06-17,2025-07-24,119950,0,Closed Lost
1542,5218,,Emily Tsai,Closed,2024-02-01,2024-05-22,1241552,0,Closed Lost
1543,5225,,Cathy Wang,Closed,2024-08-15,2024-09-06,39287,0,Closed Lost
1544,5232,,Brian Lin,Closed,2024-07-04,2024-07-23,69327,0,Closed Lost
1545,5233,583,Emily Tsai,Closed,2025-04-27,2025-05-11,30020,100,Closed Won
1546,5235,,Alex Chen,Closed,2024-04-04,2024-05-18,114168,0,Closed Lost
1547,5236,,David Huang,Closed,2024-08-21,2024-10-09,245808,0,Closed Lost
1548,5237,584,Cathy Wang,Closed,2024-12-21,2025-01-14,50984,100,Closed Won
1549,5238,,Brian Lin,Closed,2024-05-29,2024-07-02,86310,0,Closed Lost
1550,5239,,Cathy Wang,Closed,2024-01-08,2024-01-27,66561,0,Closed Lost
1551,5240,,Alex Chen,Closed,2025-05-16,2025-07-03,401171,0,Closed Lost
1552,5243,585,David Huang,Closed,2025-12-30,2026-02-13,56321,100,Closed Won
1553,5244,,Emily Tsai,Closed,2024-05-09,2024-08-02,493023,0,Closed Lost
1554,5247,,Brian Lin,Closed,2024-06-28,2024-09-09,438506,0,Closed Lost
1555,5248,,Alex Chen,Closed,2024-01-24,2024-03-06,91816,0,Closed Lost
1556,5251,,Cathy Wang,Closed,2024-09-13,2024-10-19,124903,0,Closed Lost
1557,5255,,Cathy Wang,Closed,2025-08-12,2025-10-25,221291,0,Closed Lost
1558,5256,586,Emily Tsai,Closed,2025-08-03,2025-08-31,57318,100,Closed Won
1559,5259,,Cathy Wang,Closed,2024-09-03,2024-10-07,44983,0,Closed Lost
1560,5261,,Cathy Wang,Closed,2024-08-16,2024-09-03,112020,0,Closed Lost
1561,5264,587,Cathy Wang,Closed,2025-10-17,2025-11-02,117073,100,Closed Won
1562,5277,588,Emily Tsai,Closed,2025-06-21,2025-08-01,91994,100,Closed Won
1563,5278,,Emily Tsai,Closed,2025-09-11,2026-01-07,1806101,0,Closed Lost
1564,5280,,Emily Tsai,Closed,2025-09-06,2025-09-25,43644,0,Closed Lost
1565,5288,,Alex Chen,Closed,2025-09-25,2025-10-18,42616,0,Closed Lost
1566,5292,,Alex Chen,Closed,2024-03-06,2024-04-17,79516,0,Closed Lost
1567,5293,,Emily Tsai,Closed,2024-01-03,2024-04-13,1896949,0,Closed Lost
1568,5296,,Emily Tsai,Closed,2025-04-21,2025-07-18,310568,0,Closed Lost
1569,5298,589,Cathy Wang,Closed,2025-03-30,2025-05-12,35908,100,Closed Won
1570,5300,,David Huang,Closed,2024-03-23,2024-04-20,87408,0,Closed Lost
1571,5302,,Brian Lin,Closed,2025-10-25,2025-12-04,92719,0,Closed Lost
1572,5308,,David Huang,Closed,2024-12-09,2025-01-15,65549,0,Closed Lost
1573,5309,,Brian Lin,Closed,2024-05-06,2024-05-21,93681,0,Closed Lost
1574,5312,,David Huang,Closed,2024-06-04,2024-07-18,58142,0,Closed Lost
1575,5316,590,Alex Chen,Closed,2025-03-23,2025-06-14,186619,100,Closed Won
1576,5321,591,Brian Lin,Closed,2024-10-08,2024-11-30,358932,100,Closed Won
1577,5323,,David Huang,Closed,2025-03-31,2025-06-13,1345263,0,Closed Lost
1578,5330,,David Huang,Closed,2024-11-10,2024-12-05,109036,0,Closed Lost
1579,5332,592,Brian Lin,Closed,2025-06-30,2025-07-25,92597,100,Closed Won
1580,5342,,Cathy Wang,Closed,2024-04-05,2024-06-07,415581,0,Closed Lost
1581,5344,,Cathy Wang,Closed,2025-12-11,2026-01-20,328151,0,Closed Lost
1582,5346,,David Huang,Closed,2024-01-13,2024-03-01,326637,0,Closed Lost
1583,5347,,Emily Tsai,Closed,2025-06-16,2025-07-21,96370,0,Closed Lost
1584,5348,,Alex Chen,Closed,2024-06-04,2024-11-11,1001678,0,Closed Lost
1585,5349,,Brian Lin,Closed,2025-05-30,2025-06-17,117981,0,Closed Lost
1586,5354,,Cathy Wang,Closed,2025-09-13,2025-12-06,566191,0,Closed Lost
1587,5358,,Cathy Wang,Closed,2025-07-31,2025-08-22,42445,0,Closed Lost
1588,5360,,Emily Tsai,Closed,2025-05-01,2025-06-13,277102,0,Closed Lost
1589,5365,593,Cathy Wang,Closed,2024-10-08,2024-11-13,84565,100,Closed Won
1590,5372,594,David Huang,Closed,2025-06-12,2025-11-14,529658,100,Closed Won
1591,5375,595,Cathy Wang,Closed,2025-11-10,2025-12-04,63843,100,Closed Won
1592,5383,,Alex Chen,Closed,2025-03-11,2025-05-23,460258,0,Closed Lost
1593,5386,596,David Huang,Closed,2025-03-16,2025-04-24,58275,100,Closed Won
1594,5389,,Alex Chen,Closed,2025-03-12,2025-04-13,42480,0,Closed Lost
1595,5390,597,Emily Tsai,Closed,2024-07-14,2024-07-31,58934,100,Closed Won
1596,5392,,David Huang,Closed,2025-07-22,2025-09-22,1039506,0,Closed Lost
1597,5393,598,Alex Chen,Closed,2025-04-25,2025-07-28,762187,100,Closed Won
1598,5394,599,Cathy Wang,Closed,2024-05-03,2024-06-13,118216,100,Closed Won
1599,5395,,Alex Chen,Closed,2024-05-11,2024-08-04,473491,0,Closed Lost
1600,5397,,David Huang,Closed,2024-03-25,2024-06-07,400681,0,Closed Lost
1601,5411,,Emily Tsai,Closed,2024-02-21,2024-03-06,47271,0,Closed Lost
1602,5412,,Emily Tsai,Closed,2024-03-25,2024-04-14,112224,0,Closed Lost
1603,5415,,Cathy Wang,Closed,2024-12-23,2025-01-06,87532,0,Closed Lost
1604,5416,,Brian Lin,Closed,2025-04-24,2025-05-17,38129,0,Closed Lost
1605,5426,,David Huang,Closed,2025-11-16,2025-12-01,103593,0,Closed Lost
1606,5427,600,David Huang,Closed,2025-12-06,2026-03-01,362185,100,Closed Won
1607,5434,,David Huang,Closed,2024-02-29,2024-05-22,433827,0,Closed Lost
1608,5435,601,Cathy Wang,Closed,2024-03-08,2024-04-19,59582,100,Closed Won
1609,5440,602,Cathy Wang,Closed,2025-10-10,2025-11-20,38132,100,Closed Won
1610,5446,603,Cathy Wang,Closed,2025-11-28,2026-02-11,138770,100,Closed Won
1611,5447,,Cathy Wang,Closed,2024-01-09,2024-02-12,65524,0,Closed Lost
1612,5449,604,David Huang,Closed,2024-04-06,2024-06-19,323884,100,Closed Won
1613,5450,605,Alex Chen,Closed,2025-11-14,2025-12-29,106618,100,Closed Won
1614,5451,606,Emily Tsai,Closed,2024-12-30,2025-01-22,87821,100,Closed Won
1615,5452,,David Huang,Closed,2025-03-13,2025-04-16,48581,0,Closed Lost
1616,5453,607,Alex Chen,Closed,2025-02-11,2025-03-20,389076,100,Closed Won
1617,5456,,Brian Lin,Closed,2025-04-15,2025-06-26,426728,0,Closed Lost
1618,5461,,Alex Chen,Closed,2025-08-02,2025-09-15,48391,0,Closed Lost
1619,5465,608,Cathy Wang,Closed,2024-05-07,2024-10-12,1416515,100,Closed Won
1620,5467,609,Brian Lin,Closed,2024-05-22,2024-11-18,1044456,100,Closed Won
1621,5469,,Emily Tsai,Closed,2024-11-11,2024-12-09,47573,0,Closed Lost
1622,5470,,Brian Lin,Closed,2024-02-14,2024-03-04,106680,0,Closed Lost
1623,5472,,Brian Lin,Closed,2025-07-28,2025-08-27,102663,0,Closed Lost
1624,5481,,Brian Lin,Closed,2024-05-19,2024-07-20,574449,0,Closed Lost
1625,5486,,David Huang,Closed,2025-02-21,2025-03-31,48822,0,Closed Lost
1626,5487,610,Emily Tsai,Closed,2025-07-09,2025-07-30,117582,100,Closed Won
1627,5489,611,Cathy Wang,Closed,2024-10-14,2025-04-02,1917324,100,Closed Won
1628,5490,,David Huang,Closed,2024-12-28,2025-01-16,100650,0,Closed Lost
1629,5500,612,David Huang,Closed,2024-11-08,2024-12-02,66979,100,Closed Won
1630,5504,613,Alex Chen,Closed,2024-05-25,2024-07-02,42104,100,Closed Won
1631,5505,,Alex Chen,Closed,2025-11-13,2025-11-29,86984,0,Closed Lost
1632,5508,,Alex Chen,Closed,2024-11-03,2025-01-08,302220,0,Closed Lost
1633,5510,614,Emily Tsai,Closed,2025-04-20,2025-07-09,316998,100,Closed Won
1634,5511,,Emily Tsai,Closed,2024-08-17,2024-11-10,811459,0,Closed Lost
1635,5514,615,David Huang,Closed,2024-10-08,2024-11-18,72497,100,Closed Won
1636,5516,,Alex Chen,Closed,2024-07-06,2024-08-13,44785,0,Closed Lost
1637,5521,,Emily Tsai,Closed,2024-12-18,2025-02-28,160292,0,Closed Lost
1638,5530,616,Alex Chen,Closed,2025-03-10,2025-05-09,413121,100,Closed Won
1639,5531,617,Brian Lin,Closed,2024-09-03,2024-12-01,1472844,100,Closed Won
1640,5532,618,Cathy Wang,Closed,2024-03-16,2024-07-03,1855073,100,Closed Won
1641,5534,619,David Huang,Closed,2024-05-08,2024-06-11,269373,100,Closed Won
1642,5536,,Emily Tsai,Closed,2024-10-14,2025-04-04,704486,0,Closed Lost
1643,5537,620,Cathy Wang,Closed,2024-11-11,2025-01-18,474771,100,Closed Won
1644,5544,,Brian Lin,Closed,2025-10-24,2025-12-31,1187594,0,Closed Lost
1645,5546,621,Emily Tsai,Closed,2025-11-11,2025-11-29,50389,100,Closed Won
1646,5548,,Brian Lin,Closed,2025-11-20,2025-12-19,57830,0,Closed Lost
1647,5549,,Alex Chen,Closed,2024-03-06,2024-05-07,594613,0,Closed Lost
1648,5550,622,Emily Tsai,Closed,2025-03-13,2025-04-11,115181,100,Closed Won
1649,5552,,Cathy Wang,Closed,2025-08-30,2025-11-05,352725,0,Closed Lost
1650,5556,,David Huang,Closed,2025-01-17,2025-03-01,59777,0,Closed Lost
1651,5557,,Cathy Wang,Closed,2024-02-22,2024-03-30,87103,0,Closed Lost
1652,5559,623,Emily Tsai,Closed,2024-08-06,2024-10-16,173929,100,Closed Won
1653,5560,624,David Huang,Closed,2024-06-23,2024-07-26,78488,100,Closed Won
1654,5562,,Cathy Wang,Closed,2024-10-06,2024-10-28,74237,0,Closed Lost
1655,5572,625,David Huang,Closed,2025-07-04,2025-09-19,123262,100,Closed Won
1656,5577,626,Alex Chen,Closed,2024-09-04,2024-12-06,1725578,100,Closed Won
1657,5581,,Emily Tsai,Closed,2025-01-05,2025-01-31,61016,0,Closed Lost
1658,5582,627,Brian Lin,Closed,2024-05-25,2024-06-24,71856,100,Closed Won
1659,5585,,Emily Tsai,Closed,2024-05-24,2024-08-14,316333,0,Closed Lost
1660,5587,628,Cathy Wang,Closed,2025-03-27,2025-04-26,46419,100,Closed Won
1661,5588,629,Brian Lin,Closed,2024-07-31,2024-08-18,63981,100,Closed Won
1662,5606,630,Cathy Wang,Closed,2024-03-24,2024-05-02,56561,100,Closed Won
1663,5610,631,Brian Lin,Closed,2025-06-22,2025-08-02,44227,100,Closed Won
1664,5611,632,Cathy Wang,Closed,2025-08-13,2025-11-10,462058,100,Closed Won
1665,5612,,Brian Lin,Closed,2025-10-01,2025-11-11,43046,0,Closed Lost
1666,5613,633,Brian Lin,Closed,2024-04-19,2024-05-09,40210,100,Closed Won
1667,5614,,David Huang,Closed,2024-12-09,2025-01-23,48308,0,Closed Lost
1668,5619,,Alex Chen,Closed,2024-12-26,2025-02-24,495903,0,Closed Lost
1669,5623,,Alex Chen,Closed,2025-02-05,2025-04-08,214586,0,Closed Lost
1670,5626,,Brian Lin,Closed,2025-02-02,2025-03-01,78553,0,Closed Lost
1671,5628,,Alex Chen,Closed,2024-10-01,2024-10-24,40014,0,Closed Lost
1672,5633,,Emily Tsai,Closed,2025-09-10,2025-11-22,1583302,0,Closed Lost
1673,5636,,Alex Chen,Closed,2025-05-20,2025-09-27,953071,0,Closed Lost
1674,5639,,Brian Lin,Closed,2025-01-01,2025-03-04,372742,0,Closed Lost
1675,5642,634,Alex Chen,Closed,2025-09-28,2025-10-26,57080,100,Closed Won
1676,5645,,Emily Tsai,Closed,2025-12-20,2026-01-31,390675,0,Closed Lost
1677,5648,,Emily Tsai,Closed,2024-07-15,2024-08-03,112611,0,Closed Lost
1678,5650,635,Emily Tsai,Closed,2025-12-24,2026-02-03,32753,100,Closed Won
1679,5658,,Emily Tsai,Closed,2025-12-19,2026-01-11,103647,0,Closed Lost
1680,5664,636,Brian Lin,Closed,2025-06-04,2025-06-25,101512,100,Closed Won
1681,5667,,Emily Tsai,Closed,2024-02-06,2024-03-04,71654,0,Closed Lost
1682,5668,,Brian Lin,Closed,2025-12-29,2026-02-23,213971,0,Closed Lost
1683,5676,,Alex Chen,Closed,2024-08-31,2024-10-07,96255,0,Closed Lost
1684,5680,,David Huang,Closed,2024-01-22,2024-02-28,101139,0,Closed Lost
1685,5682,,Emily Tsai,Closed,2025-09-15,2025-11-15,465501,0,Closed Lost
1686,5685,637,David Huang,Closed,2025-02-18,2025-03-31,95568,100,Closed Won
1687,5687,,Brian Lin,Closed,2024-10-07,2025-02-15,1537954,0,Closed Lost
1688,5701,638,Cathy Wang,Closed,2025-02-22,2025-04-10,268744,100,Closed Won
1689,5702,,Emily Tsai,Closed,2025-05-11,2025-06-04,56166,0,Closed Lost
1690,5706,,David Huang,Closed,2025-12-23,2026-02-24,498703,0,Closed Lost
1691,5711,639,Emily Tsai,Closed,2024-01-23,2024-02-23,97406,100,Closed Won
1692,5715,,Alex Chen,Closed,2024-02-19,2024-03-15,119966,0,Closed Lost
1693,5723,640,David Huang,Closed,2025-04-17,2025-05-10,105603,100,Closed Won
1694,5725,641,Brian Lin,Closed,2025-12-14,2026-06-08,1281487,100,Closed Won
1695,5735,,Cathy Wang,Closed,2024-02-03,2024-04-23,200190,0,Closed Lost
1696,5736,,David Huang,Closed,2024-02-04,2024-02-20,41880,0,Closed Lost
1697,5738,,Brian Lin,Closed,2025-06-21,2025-08-24,422289,0,Closed Lost
1698,5740,642,Emily Tsai,Closed,2025-02-25,2025-05-18,330586,100,Closed Won
1699,5741,,Emily Tsai,Closed,2024-02-07,2024-07-12,725998,0,Closed Lost
1700,5748,,David Huang,Closed,2025-06-07,2025-07-16,76803,0,Closed Lost
1701,5751,,Alex Chen,Closed,2025-12-30,2026-02-08,118753,0,Closed Lost
1702,5754,,Cathy Wang,Closed,2025-08-11,2025-09-11,37086,0,Closed Lost
1703,5755,,Cathy Wang,Closed,2024-01-18,2024-03-22,252197,0,Closed Lost
1704,5756,,Emily Tsai,Closed,2024-06-27,2024-07-31,61676,0,Closed Lost
1705,5759,,David Huang,Closed,2024-08-06,2024-09-01,115448,0,Closed Lost
1706,5762,643,David Huang,Closed,2024-01-18,2024-04-11,956832,100,Closed Won
1707,5763,,Alex Chen,Closed,2024-08-19,2024-09-21,385707,0,Closed Lost
1708,5764,644,Emily Tsai,Closed,2024-03-25,2024-06-21,368486,100,Closed Won
1709,5771,,Cathy Wang,Closed,2024-12-17,2025-01-24,83475,0,Closed Lost
1710,5774,,Cathy Wang,Closed,2025-01-20,2025-02-22,116499,0,Closed Lost
1711,5781,645,Emily Tsai,Closed,2025-08-24,2025-09-24,106717,100,Closed Won
1712,5784,646,David Huang,Closed,2024-12-06,2025-01-11,91681,100,Closed Won
1713,5793,647,Cathy Wang,Closed,2025-09-24,2025-10-10,80350,100,Closed Won
1714,5795,,Brian Lin,Closed,2024-01-18,2024-04-12,127434,0,Closed Lost
1715,5797,,Cathy Wang,Closed,2025-02-18,2025-05-01,232233,0,Closed Lost
1716,5798,,David Huang,Closed,2024-06-04,2024-08-30,428964,0,Closed Lost
1717,5806,,Cathy Wang,Closed,2024-05-11,2024-08-07,303898,0,Closed Lost
1718,5809,,Emily Tsai,Closed,2025-12-24,2026-03-16,872778,0,Closed Lost
1719,5812,,Cathy Wang,Closed,2025-01-02,2025-02-08,33000,0,Closed Lost
1720,5813,,Cathy Wang,Closed,2025-12-10,2026-01-11,58111,0,Closed Lost
1721,5814,,David Huang,Closed,2024-09-20,2024-10-22,99968,0,Closed Lost
1722,5818,648,Cathy Wang,Closed,2025-06-27,2025-07-15,99878,100,Closed Won
1723,5820,,David Huang,Closed,2024-03-16,2024-06-25,1421971,0,Closed Lost
1724,5822,,David Huang,Closed,2024-03-31,2024-07-20,1597359,0,Closed Lost
1725,5827,,Emily Tsai,Closed,2025-08-06,2025-10-16,231991,0,Closed Lost
1726,5828,649,Alex Chen,Closed,2024-09-22,2024-12-05,476126,100,Closed Won
1727,5833,,David Huang,Closed,2025-10-03,2025-12-30,385922,0,Closed Lost
1728,5835,,Brian Lin,Closed,2025-01-11,2025-02-08,114979,0,Closed Lost
1729,5836,,Alex Chen,Closed,2024-06-11,2024-08-07,306216,0,Closed Lost
1730,5837,650,David Huang,Closed,2024-04-23,2024-06-05,91393,100,Closed Won
1731,5845,651,Cathy Wang,Closed,2025-12-01,2026-02-20,251487,100,Closed Won
1732,5850,,David Huang,Closed,2025-03-10,2025-03-24,104269,0,Closed Lost
1733,5852,652,Alex Chen,Closed,2024-11-14,2024-12-01,72004,100,Closed Won
1734,5853,,Brian Lin,Closed,2024-08-31,2024-11-13,1957412,0,Closed Lost
1735,5854,,Cathy Wang,Closed,2025-08-02,2025-09-14,222072,0,Closed Lost
1736,5857,,David Huang,Closed,2024-06-25,2024-07-23,41695,0,Closed Lost
1737,5866,,Cathy Wang,Closed,2024-02-11,2024-03-04,119690,0,Closed Lost
1738,5868,653,Emily Tsai,Closed,2025-10-06,2025-11-16,59369,100,Closed Won
1739,5869,,Alex Chen,Closed,2025-10-01,2025-11-22,242887,0,Closed Lost
1740,5873,,Alex Chen,Closed,2025-07-24,2025-10-10,196161,0,Closed Lost
1741,5874,654,Emily Tsai,Closed,2024-12-14,2024-12-31,46036,100,Closed Won
1742,5877,,Brian Lin,Closed,2024-01-03,2024-03-27,287700,0,Closed Lost
1743,5879,,Brian Lin,Closed,2025-09-13,2025-10-21,57207,0,Closed Lost
1744,5880,655,Emily Tsai,Closed,2024-03-11,2024-06-07,163906,100,Closed Won
1745,5882,,Cathy Wang,Closed,2024-07-29,2025-01-13,1981202,0,Closed Lost
1746,5885,,Emily Tsai,Closed,2024-12-24,2025-02-22,368379,0,Closed Lost
1747,5888,656,Alex Chen,Closed,2024-08-15,2024-09-16,84892,100,Closed Won
1748,5890,657,Alex Chen,Closed,2024-05-24,2024-06-30,68060,100,Closed Won
1749,5894,,Emily Tsai,Closed,2025-10-20,2025-12-30,1587322,0,Closed Lost
1750,5897,658,Brian Lin,Closed,2025-04-24,2025-05-19,91591,100,Closed Won
1751,5900,659,Emily Tsai,Closed,2025-04-23,2025-05-26,36056,100,Closed Won
1752,5902,,David Huang,Closed,2025-11-21,2025-12-10,67068,0,Closed Lost
1753,5919,660,Alex Chen,Closed,2024-04-22,2024-07-07,254284,100,Closed Won
1754,5920,661,Cathy Wang,Closed,2025-11-11,2025-12-03,90708,100,Closed Won
1755,5921,,Alex Chen,Closed,2025-11-24,2026-02-19,174131,0,Closed Lost
1756,5922,,Emily Tsai,Closed,2024-09-02,2024-11-08,261882,0,Closed Lost
1757,5930,,Brian Lin,Closed,2024-03-05,2024-03-27,91195,0,Closed Lost
1758,5937,,Cathy Wang,Closed,2025-03-15,2025-04-15,57515,0,Closed Lost
1759,5938,,Alex Chen,Closed,2025-11-19,2026-01-15,242166,0,Closed Lost
1760,5941,,Brian Lin,Closed,2024-12-07,2025-01-15,113465,0,Closed Lost
1761,5948,662,Brian Lin,Closed,2025-12-07,2026-01-26,266842,100,Closed Won
1762,5955,,Alex Chen,Closed,2024-10-25,2024-12-07,67428,0,Closed Lost
1763,5962,663,Cathy Wang,Closed,2024-02-15,2024-03-19,88609,100,Closed Won
1764,5970,,Alex Chen,Closed,2025-07-26,2025-09-07,108048,0,Closed Lost
1765,5973,664,Brian Lin,Closed,2025-10-14,2025-10-29,87959,100,Closed Won
1766,5977,,Alex Chen,Closed,2024-07-22,2024-08-17,85568,0,Closed Lost
1767,5982,665,Cathy Wang,Closed,2024-01-27,2024-02-19,44085,100,Closed Won
1768,5983,,Emily Tsai,Closed,2024-03-31,2024-04-24,58760,0,Closed Lost
1769,5985,,Alex Chen,Closed,2025-08-02,2025-09-13,89255,0,Closed Lost
1770,5988,666,Cathy Wang,Closed,2024-02-28,2024-03-30,118867,100,Closed Won
1771,5991,,David Huang,Closed,2024-08-01,2024-10-28,403384,0,Closed Lost
1772,5994,,Brian Lin,Closed,2025-11-02,2025-12-07,233547,0,Closed Lost
1773,5995,667,Alex Chen,Closed,2025-11-23,2026-01-01,247688,100,Closed Won
1774,5996,668,Emily Tsai,Closed,2024-08-30,2024-10-08,61760,100,Closed Won
1775,6001,,Cathy Wang,Closed,2025-01-31,2025-03-31,356851,0,Closed Lost
1776,6002,,Emily Tsai,Closed,2025-05-10,2025-08-08,256332,0,Closed Lost
1777,6005,,Cathy Wang,Closed,2025-02-05,2025-03-09,34912,0,Closed Lost
1778,6006,,Emily Tsai,Closed,2025-03-04,2025-03-27,38891,0,Closed Lost
1779,6008,,Emily Tsai,Closed,2025-06-03,2025-07-18,107416,0,Closed Lost
1780,6010,669,Alex Chen,Closed,2025-06-25,2025-07-30,90176,100,Closed Won
1781,6013,,David Huang,Closed,2024-02-04,2024-04-12,1923740,0,Closed Lost
1782,6015,,Emily Tsai,Closed,2025-08-06,2025-09-13,87964,0,Closed Lost
1783,6018,,Brian Lin,Closed,2024-09-01,2024-09-26,94672,0,Closed Lost
1784,6027,,David Huang,Closed,2025-05-08,2025-06-15,113659,0,Closed Lost
1785,6031,,Emily Tsai,Closed,2025-06-26,2025-07-12,104319,0,Closed Lost
1786,6032,670,Alex Chen,Closed,2025-02-24,2025-07-10,1818918,100,Closed Won
1787,6034,,Emily Tsai,Closed,2025-07-17,2025-08-31,116364,0,Closed Lost
1788,6035,,Brian Lin,Closed,2025-11-26,2026-01-27,242959,0,Closed Lost
1789,6037,,Alex Chen,Closed,2024-04-05,2024-08-09,647496,0,Closed Lost
1790,6038,671,Brian Lin,Closed,2025-02-28,2025-05-26,219215,100,Closed Won
1791,6042,,Brian Lin,Closed,2024-06-26,2024-07-27,30715,0,Closed Lost
1792,6044,672,Brian Lin,Closed,2024-07-06,2024-07-25,109894,100,Closed Won
1793,6048,,David Huang,Closed,2024-03-25,2024-05-02,64177,0,Closed Lost
1794,6050,,David Huang,Closed,2025-11-05,2025-12-07,63062,0,Closed Lost
1795,6062,,Brian Lin,Closed,2025-05-23,2025-08-05,221329,0,Closed Lost
1796,6064,,Cathy Wang,Closed,2024-05-02,2024-05-25,114463,0,Closed Lost
1797,6065,673,David Huang,Closed,2024-05-09,2024-05-24,77902,100,Closed Won
1798,6067,,Cathy Wang,Closed,2025-05-03,2025-06-15,98468,0,Closed Lost
1799,6070,,Alex Chen,Closed,2024-03-26,2024-07-28,1665558,0,Closed Lost
1800,6072,,Cathy Wang,Closed,2024-11-13,2025-01-30,316256,0,Closed Lost
1801,6076,674,Alex Chen,Closed,2025-04-05,2025-05-19,67596,100,Closed Won
1802,6083,,Brian Lin,Closed,2024-10-03,2024-10-25,99884,0,Closed Lost
1803,6084,,Brian Lin,Closed,2024-05-08,2024-08-04,1137070,0,Closed Lost
1804,6091,,Alex Chen,Closed,2024-10-01,2025-02-22,1449510,0,Closed Lost
1805,6095,,Cathy Wang,Closed,2024-01-12,2024-02-13,53012,0,Closed Lost
1806,6105,,Emily Tsai,Closed,2024-11-04,2024-11-30,118630,0,Closed Lost
1807,6107,675,David Huang,Closed,2024-06-29,2024-07-16,46088,100,Closed Won
1808,6113,,Emily Tsai,Closed,2024-12-08,2025-03-03,213385,0,Closed Lost
1809,6115,,Cathy Wang,Closed,2024-09-11,2024-10-05,100181,0,Closed Lost
1810,6120,,David Huang,Closed,2024-02-19,2024-03-06,104941,0,Closed Lost
1811,6122,676,Cathy Wang,Closed,2025-07-01,2025-08-20,377790,100,Closed Won
1812,6135,,Alex Chen,Closed,2024-05-03,2024-06-16,448910,0,Closed Lost
1813,6137,677,Brian Lin,Closed,2024-08-31,2024-11-21,816713,100,Closed Won
1814,6147,,Emily Tsai,Closed,2025-11-03,2025-12-08,286547,0,Closed Lost
1815,6152,,Brian Lin,Closed,2025-01-24,2025-02-10,73248,0,Closed Lost
1816,6155,678,Alex Chen,Closed,2025-04-14,2025-05-09,49678,100,Closed Won
